行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,總價,經度,緯度
西屯區,26.98,82.83,22.28108722,1,14,商,1,2,2,1,坡道機械,2018/5/1,7350000,120.640129,24.172013
南屯區,10.98,141.59,20.07159627,14,22,住,3,2,2,1,坡道機械,2018/12/9,8680000,120.635178,24.154343
南屯區,12.23,123.44,12.76959828,12,12,住,3,2,2,1,坡道機械,2020/1/2,8500000,120.645159,24.138052
西屯區,28.05,259.63,6.4012265820000005,13,15,住,4,2,2,1,坡道平面,2017/6/12,19780000,120.601704,24.187097
大里區,12.32,76.61,25.21338563,5,13,住,3,2,2,1,無,2017/11/9,2930000,120.684918,24.119315
北區,2.41,33.44,20.709528600000002,3,14,住,1,1,1,1,無,2017/4/1,1820000,120.684582,24.166829999999997
北區,13.27,116.71,23.37077421,7,14,住,3,2,2,1,無,2017/11/5,5800000,120.666634,24.165281
西屯區,16.73,61.09,35.04247178,5,5,住,3,0,3,0,無,2019/7/26,4400000,120.667052,24.177973
北屯區,15.26,170.61,5.070603777,3,15,住,3,2,2,1,坡道平面,2019/7/9,8400000,120.720325,24.175056
北屯區,4.47,33.59,2.091760953,19,20,住,3,2,2,1,坡道平面,2018/1/2,2239351,120.718658,24.173976
北屯區,20.49,155.56,9.059734286,2,12,住,3,2,2,1,坡道平面,2019/12/25,8200000,120.71921,24.181491
北區,18.2,154.97,11.16244687,13,15,住,3,2,2,1,坡道機械,2019/3/22,9680000,120.67928700000002,24.165762
南屯區,50.95,238.35,0.7036421009999999,16,20,住,4,2,2,1,坡道平面,2018/5/6,27280000,120.62423999999999,24.145305
南屯區,29.78,202.33,0.342238376,5,9,住,3,2,2,1,坡道平面,2019/1/28,14880000,120.630844,24.140069
南屯區,18.7,129.47,26.61245611,3,7,住,3,2,2,1,升降機械,2019/1/14,6180000,120.642798,24.152225
西屯區,13.42,84.58,25.06006283,5,6,住,2,2,1,1,無,2018/9/21,4600000,120.65513,24.170092999999998
南屯區,18.44,142.97,22.19621211,7,16,住,4,2,2,1,升降機械,2016/11/15,6380000,120.61816200000001,24.158269
北區,11.7,115.6,15.36239622,13,14,住,3,2,2,1,無,2020/1/14,6500000,120.68099099999999,24.165039
北區,26.73,85.01,38.96863043,5,5,住,3,2,1,0,無,2020/4/30,3580000,120.694823,24.158935
北屯區,15.2,166.15,1.9055832769999999,2,14,商,3,2,2,1,坡道平面,2017/7/9,9780000,120.720325,24.175056
豐原區,16.67,105.52,23.61992375,8,8,住,3,2,2,1,無,2020/4/19,5000000,120.726467,24.256073
北屯區,14.43,159.46,-0.07392348900000001,9,15,商,3,2,2,1,坡道平面,2019/10/25,10300000,120.68279,24.178726
北屯區,12.14,157.98,0.09856465199999999,12,28,商,2,2,2,1,坡道平面,2017/5/26,9850000,120.697477,24.171067999999998
西屯區,10.16,157.89,0.11225418699999999,14,27,商,3,2,2,1,坡道平面,2017/7/4,14000000,120.624073,24.15521
西屯區,8.34,123.96,12.32605735,9,23,住,3,2,2,1,無,2018/3/9,10100000,120.648726,24.162115
北區,21.87,76.34,38.94672717,1,7,住,4,0,4,1,無,2018/10/30,3600000,120.683971,24.157876
北屯區,18.18,248.75,0.156060699,16,28,商,4,2,2,1,坡道平面,2017/6/16,16850000,120.697477,24.171067999999998
南區,8.89,124.59,22.36870025,5,21,住,3,2,2,1,坡道機械,2020/1/31,5450000,120.661129,24.118669
北屯區,22.0,236.44,6.88857403,9,14,住,3,2,2,1,坡道平面,2019/6/28,12000000,120.721672,24.175619
南屯區,36.03,324.7,4.1753081860000005,17,18,住,4,2,3,1,坡道平面,2018/8/2,30680000,120.645548,24.131084
北屯區,18.86,154.36,0.43532721399999996,3,15,住,3,2,2,1,坡道平面,2019/9/30,7920000,120.710393,24.161037
東區,15.67,146.49,0.977432801,4,15,商,3,2,2,1,坡道機械,2017/7/12,9000000,120.706477,24.148357999999998
北屯區,16.03,162.01,25.42146656,7,10,住,3,2,2,1,坡道機械,2019/11/5,7500000,120.69345600000001,24.18263
北區,3.99,40.87,22.46178909,5,12,商,1,0,1,1,無,2017/11/3,1360000,120.67401699999999,24.163098
北屯區,21.43,130.77,22.00455862,8,12,住,4,2,2,1,坡道機械,2016/10/6,5700000,120.69861200000001,24.188015
南屯區,31.18,529.54,5.659253783,19,27,住,4,2,3,1,坡道平面,2018/7/26,50250000,120.647075,24.155469
北屯區,19.49,148.77,24.26059399,6,8,住,4,2,2,1,無,2018/8/10,7280000,120.67084799999999,24.178592000000002
南屯區,20.27,119.12,28.39483357,6,7,住,2,1,2,1,坡道平面,2019/6/5,5400000,120.648467,24.155532
南屯區,45.56,364.63,-0.172488141,17,30,住,3,2,3,1,坡道平面,2019/4/23,52300000,120.644049,24.147966
西屯區,34.0,84.34,40.26639835,5,5,住,5,4,2,0,無,2019/12/13,5120000,120.65609099999999,24.164103
西屯區,17.86,133.37,4.851571216,5,12,住,2,1,2,1,坡道平面,2019/5/11,8650000,120.665411,24.175141
西區,6.58,41.61,23.46386305,4,7,住,1,1,1,1,無,2016/12/29,1600000,120.655707,24.145384
北區,22.17,151.43,1.6564337390000001,4,12,商,2,2,2,1,坡道平面,2018/9/15,11150000,120.68523799999998,24.154128
北屯區,30.13,181.47,2.7926651469999997,9,15,住,3,2,2,1,坡道平面,2019/12/23,15000000,120.667106,24.192019000000002
東區,19.94,155.53,0.158798606,3,15,住,3,2,2,1,坡道平面,2019/12/25,9900000,120.697318,24.141867
南區,19.96,116.46,21.84028419,3,7,住,2,2,1,1,無,2020/2/4,5740000,120.65523700000001,24.134163
南屯區,29.94,179.53,0.848751172,5,14,住,3,2,2,1,坡道平面,2017/7/9,10350000,120.612804,24.153545
太平區,23.8,243.29,5.527834247,8,14,商,4,2,2,1,坡道平面,2020/3/9,12500000,120.714873,24.158382
西屯區,4.7,31.39,26.54674634,5,8,住,1,0,1,1,無,2020/1/14,1850000,120.641139,24.178288000000002
西屯區,19.08,123.48,5.560689131,7,11,住,2,2,1,1,坡道平面,2020/5/14,10000000,120.639872,24.184117
大里區,49.7,238.98,2.33269677,9,11,住,3,2,2,1,坡道平面,2019/4/20,14800000,120.68986799999999,24.119237
北屯區,25.04,206.3,0.47913372600000004,14,15,住,4,2,2,1,坡道平面,2018/5/17,10900000,120.727425,24.160373999999997
大里區,36.03,174.02,2.9925323589999997,7,11,住,3,2,2,1,坡道平面,2019/12/17,11250000,120.690032,24.119239999999998
北區,2.86,38.17,19.20915556,13,20,住,1,1,1,1,無,2018/8/31,1200000,120.671653,24.173351
西區,8.67,62.53,23.09972142,2,7,住,1,1,1,1,無,2016/11/11,2900000,120.65511299999999,24.147774
西屯區,21.67,214.7,10.36024011,15,15,住,4,2,2,1,坡道平面,2020/3/17,14000000,120.61423400000001,24.177835
西區,31.48,300.97,6.373847512,12,18,住,4,2,2,1,坡道平面,2018/5/18,28000000,120.653176,24.150642
大里區,29.97,108.76,36.066449,5,5,住,3,2,2,0,無,2018/3/16,2500000,120.689696,24.097784
北區,7.84,116.05,10.83663593,12,18,住,1,1,1,1,坡道機械,2016/10/9,5980000,120.67511699999999,24.163264
北屯區,23.83,103.61,35.75980342,4,5,住,3,2,2,0,無,2019/1/22,4750000,120.697477,24.171067999999998
北區,18.83,115.42,23.65551654,7,7,住,3,2,2,1,坡道平面,2017/4/2,5220000,120.702127,24.158895
北屯區,21.21,147.36,4.156142837,8,14,住,3,2,2,1,坡道平面,2020/2/23,8250000,120.731596,24.161507
豐原區,18.16,122.33,-1.612627227,2,12,商,2,1,2,1,坡道機械,2018/5/7,7350000,120.728348,24.252361999999998
南屯區,12.49,130.85,12.28498874,2,13,住,3,2,2,1,坡道平面,2017/5/30,9900000,120.647375,24.155448
北區,39.07,138.87,36.64140947,5,5,住,4,2,2,0,無,2018/7/26,3720000,120.68718899999999,24.159782
南區,13.55,133.19,9.349952429,11,12,住,2,1,1,1,坡道機械,2017/10/30,6130000,120.65736799999999,24.115072
豐原區,38.41,153.03,3.534637946,5,11,住,3,2,2,1,坡道平面,2020/1/5,9100000,120.72213,24.242239
太平區,20.43,109.05,29.63784335,10,10,住,5,3,3,1,無,2020/3/9,4700000,120.71924299999999,24.126242
北區,25.0,87.42,36.34571552,3,5,住,3,2,2,0,無,2018/5/6,1482496,120.664809,24.160167
南區,18.8,65.8,46.42942702,2,4,住,3,0,3,0,無,2020/1/21,4380000,120.68073400000002,24.134029
北屯區,31.13,154.34,0.7748276829999999,6,12,住,3,2,2,1,坡道平面,2017/8/19,10750000,120.664824,24.190681
北屯區,16.12,117.47,11.98929478,10,11,住,2,2,1,1,坡道平面,2018/5/15,5600000,120.718658,24.173976
西屯區,18.71,200.01,27.90748612,6,16,住,4,2,2,1,坡道平面,2019/8/30,10800000,120.618253,24.187445999999998
西區,6.47,41.34,26.49472611,5,7,住,1,1,1,1,無,2020/1/10,1970000,,
南區,3.45,37.21,22.29477676,13,21,住,1,0,1,1,無,2018/10/13,1700000,120.674554,24.128869
中區,14.08,175.37,35.54077086,11,12,住,0,1,2,1,無,2019/11/10,6360000,120.674476,24.143867
南屯區,8.74,75.77,26.74113774,3,12,住,1,1,1,1,坡道平面,2018/9/2,3135000,120.652266,24.138331
北區,43.18,201.09,34.034921999999995,6,7,住,3,2,2,1,坡道平面,2020/1/2,8450000,120.685868,24.163723
北屯區,28.71,66.79,26.65352471,3,5,住,3,1,1,0,無,2019/2/25,4398000,120.66691999999999,24.178673999999997
西屯區,39.18,187.0,12.72305386,7,11,住,3,2,2,1,坡道平面,2018/3/25,9200000,120.6497,24.178298
南區,13.47,112.98,9.363641964,2,12,住,2,1,1,1,坡道機械,2020/1/7,7300000,120.657218,24.119059
大里區,19.14,128.84,0.260101166,10,12,住,2,1,1,1,坡道平面,2020/3/20,8190000,120.682135,24.118068
北區,5.25,31.53,27.14634797,3,7,住,1,0,1,1,無,2018/6/7,1200000,120.68807,24.157323
南區,10.96,90.59,10.4314257,10,12,住,2,1,1,1,升降機械,2019/1/2,5480000,120.65371999999999,24.113551
北區,20.27,149.72,23.27494747,7,9,住,3,2,2,1,坡道平面,2017/8/8,6820000,120.673497,24.170238
北屯區,2.3,32.11,22.85330979,5,24,住,1,0,1,1,無,2018/10/1,1750000,120.697477,24.171067999999998
北屯區,17.92,154.06,-0.35866581799999997,14,15,住,3,2,2,1,坡道平面,2019/7/14,11060000,120.68869199999999,24.196073000000002
北區,14.12,71.44,36.46344552,7,10,商,3,1,1,1,無,2017/4/8,3500000,120.691703,24.16166
大里區,9.76,100.36,22.40155513,3,12,住,3,2,1,1,無,2017/3/30,3600000,120.687327,24.109909
中區,1.93,37.45,22.58773281,16,28,住,1,0,1,1,無,2019/9/3,1420000,120.674124,24.143335999999998
北屯區,23.03,112.94,31.45855151,5,5,住,4,2,2,0,無,2018/11/29,3200000,120.692967,24.170967
南區,10.46,150.61,22.28382513,16,21,住,4,2,2,1,坡道平面,2019/12/31,6630000,120.660726,24.118357
南區,13.85,142.81,8.183604043999999,9,15,商,3,2,2,1,坡道平面,2020/3/11,8500000,120.681152,24.129597
西區,6.52,59.25,20.45764116,13,14,住,1,1,1,1,無,2018/10/21,3100000,120.661162,24.132867
西屯區,15.61,129.39,17.90043601,6,14,住,3,2,2,1,坡道機械,2017/3/30,7600000,120.64158700000002,24.175989
大里區,23.51,125.05,26.57960122,6,7,住,3,2,1,1,無,2020/2/13,5600000,120.70053100000001,24.088348
南區,35.85,97.4,26.26474192,3,5,住,4,2,2,0,無,2019/6/3,4400000,120.668869,24.123491
南屯區,11.82,124.79,12.81888061,11,14,住,3,2,1,1,坡道平面,2018/12/18,9250000,120.63785,24.144337
北屯區,14.87,87.23,22.24823234,5,8,住,3,2,1,1,無,2020/4/13,3120000,120.692978,24.173337
南屯區,23.84,240.9,2.242345839,10,21,住,3,2,2,1,坡道平面,2019/3/14,22800000,120.647075,24.155469
西屯區,18.26,156.93,21.39126745,8,12,住,3,2,2,1,坡道平面,2018/6/6,8800000,120.64896599999999,24.158676999999997
西區,5.54,65.29,24.86293353,13,14,商,1,1,1,1,無,2018/10/31,5560000,120.66458999999999,24.156431
北屯區,16.3,101.71,25.95809633,1,9,住,3,2,2,1,坡道機械,2020/4/10,5900000,120.69124199999999,24.180581
南屯區,10.41,69.58,-0.26557698,5,13,住,1,2,1,1,無,2019/8/23,4980000,120.60897,24.135172
大里區,15.29,174.18,8.011115902,8,19,商,3,2,2,1,坡道平面,2018/9/6,11200000,120.68196499999999,24.104882
西屯區,38.34,325.08,3.24715771,15,26,住,3,2,3,1,一樓平面,2016/11/6,28000000,120.63491,24.176417999999998
北區,28.03,104.22,35.65576295,3,5,住,3,2,2,0,無,2020/4/20,4980000,120.693575,24.160301999999998
西屯區,15.11,107.64,27.83630054,5,7,住,3,2,2,1,無,2020/3/6,5630000,120.662369,24.168879999999998
大里區,27.13,158.91,0.4298514,5,15,住,3,2,2,1,坡道平面,2017/7/17,9310000,120.68595900000001,24.121675
大雅區,26.82,154.54,-0.48460954,14,14,住,3,2,2,1,坡道平面,2019/7/20,10400000,120.64913,24.217677
西屯區,15.19,155.28,24.14560189,7,12,住,3,2,2,1,坡道平面,2018/2/13,9006600,120.626392,24.184798999999998
北區,7.68,29.75,37.26565227,5,8,住,1,0,1,1,無,2018/2/24,950000,120.67470900000001,24.148118
北屯區,23.75,220.21,7.688042876,12,15,住,3,2,2,1,坡道平面,2019/10/23,16500000,120.68943600000001,24.185710999999998
北屯區,22.3,126.61,23.84169422,7,7,住,3,2,2,1,坡道平面,2017/10/27,5800000,120.697529,24.1761
西區,8.64,91.07,23.08055607,6,7,住,2,1,1,1,升降機械,2018/1/14,3900000,120.673773,24.147037
南區,15.21,147.78,23.37077421,7,13,住,3,2,2,1,坡道平面,2018/7/5,7750000,120.671301,24.122478
大里區,12.81,147.59,-2.130091651,5,24,住,3,2,2,1,升降平面,2018/1/14,8600000,120.678393,24.097719
北區,5.15,60.34,24.95602237,10,21,住,1,1,1,1,無,2020/5/21,3480000,120.67216699999999,24.164073000000002
西屯區,4.55,34.86,22.86426142,5,7,住,1,1,1,1,無,2017/10/3,2000000,120.638954,24.180007
北區,39.8,135.2,36.31833645,2,5,住,2,2,2,0,無,2017/8/29,7000000,120.67404599999999,24.169454
西屯區,37.79,382.65,11.52111269,12,15,住,4,3,3,1,坡道平面,2019/3/16,42000000,120.64200000000001,24.161453
南區,14.24,149.52,19.07773602,4,13,住,3,2,2,1,坡道機械,2017/5/13,5000000,120.66965,24.114332
南區,14.59,103.99,2.62565282,2,15,商,2,2,1,1,坡道機械,2017/11/27,7350000,120.683453,24.128003
南屯區,23.82,350.64,0.043806512,10,28,住,4,2,3,1,坡道平面,2017/4/5,40330000,120.6453,24.15203
北屯區,15.23,83.35,0.32033512,6,10,住,2,1,1,1,無,2020/3/4,6100000,120.700804,24.178531
北屯區,21.1,186.93,5.429269595,14,15,住,3,2,2,1,坡道平面,2020/4/11,12500000,120.72258400000001,24.165723999999997
西屯區,33.2,93.86,38.66746066,3,5,住,2,1,2,0,無,2018/5/8,4880000,120.652497,24.165841
北屯區,30.41,176.59,10.88591826,7,7,住,3,2,2,1,坡道平面,2020/1/17,12800000,120.664745,24.179627
東區,9.7,50.57,29.55023033,4,7,住,1,1,1,1,無,2019/7/8,1000000,120.689107,24.146207
南區,13.85,142.81,8.183604043999999,9,15,商,3,2,2,1,坡道平面,2020/3/11,8500000,120.681152,24.129597
南區,30.39,107.59,1.530490017,3,5,住,2,2,2,1,坡道機械,2019/9/23,7800000,120.65626599999999,24.128543
北屯區,5.97,46.92,23.41458072,13,16,住,1,0,1,1,無,2018/5/10,2500000,120.686443,24.181455
西區,38.57,272.19,0.117730001,9,13,住,2,2,2,1,坡道平面,2019/1/2,33100000,120.664387,24.150666
西屯區,20.96,116.47,21.02986372,8,12,住,2,2,1,1,無,2017/6/26,4500000,120.60994099999999,24.193753
東區,17.41,132.68,18.10851694,16,16,住,3,2,2,1,無,2017/6/27,6400000,120.69456000000001,24.152193
西屯區,27.66,309.84,10.51630081,7,19,住,4,2,2,1,坡道平面,2018/1/6,26000000,120.642435,24.159799
北屯區,28.83,198.37,-1.9959342080000002,9,12,住,3,2,2,1,坡道平面,2017/11/20,11690000,120.705547,24.193123999999997
北區,5.25,81.0,9.029617308999999,7,18,住,1,1,1,1,坡道機械,2018/8/16,6300000,120.68106,24.162748
北屯區,28.82,141.7,0.772089776,11,12,住,3,2,2,1,坡道平面,2017/8/18,11130000,120.664824,24.190681
西屯區,11.87,155.43,10.72985756,12,24,住,2,2,1,1,坡道平面,2020/6/7,10880000,120.63517399999999,24.171582
北區,13.07,107.0,18.209819500000002,6,12,住,4,2,2,1,坡道平面,2017/1/3,6000000,120.699882,24.160198
北屯區,25.62,148.36,2.072595604,2,14,住,3,2,2,1,坡道平面,2017/7/11,6980000,120.737982,24.159845999999998
南屯區,12.91,101.8,25.65692656,6,8,住,3,2,2,1,坡道機械,2018/12/22,4650000,120.61250600000001,24.149654
東區,15.72,117.44,-1.618103041,2,14,住,2,2,1,1,坡道機械,2018/9/15,6450000,120.694143,24.147420999999998
北屯區,21.81,219.39,4.898115636,13,15,住,3,2,2,1,坡道平面,2019/9/20,12000000,120.721672,24.175619
南屯區,14.86,158.28,18.76835253,11,14,住,3,2,2,1,坡道平面,2018/7/26,12700000,120.64778000000001,24.154451
大里區,11.29,94.19,12.52318665,8,15,住,2,2,1,1,無,2018/6/9,5300000,120.693577,24.113008999999998
西區,7.41,26.43,38.18285112,6,7,住,1,0,1,1,無,2018/12/19,2100000,120.65775900000001,24.157795999999998
西區,4.26,46.64,10.21239314,6,11,商,1,1,1,1,升降機械,2019/10/21,4500000,120.660951,24.155498
大里區,25.21,119.24,-1.604413506,4,11,商,2,2,1,1,坡道平面,2018/5/26,6250000,120.694577,24.083117
西屯區,21.95,209.23,12.52044874,15,15,住,4,2,2,1,坡道平面,2020/3/15,13800000,120.613642,24.190486
北區,21.73,157.6,-2.349124212,7,12,商,3,2,2,1,坡道平面,2017/8/29,12000000,120.67586999999999,24.147389
南區,21.31,164.2,3.7399809719999997,17,19,住,3,2,2,1,坡道平面,2018/6/17,10500000,120.646561,24.112468
大里區,9.66,98.79,21.08188395,10,16,住,3,1,1,1,坡道機械,2017/1/20,3880000,120.68893100000001,24.116858999999998
西屯區,9.0,97.16,0.9938602440000001,8,15,商,1,1,1,1,坡道平面,2019/11/24,7760000,120.63536599999999,24.17671
西區,24.07,225.97,3.499045155,10,13,商,4,2,2,1,坡道平面,2016/11/21,18020000,120.670813,24.149281
南屯區,30.49,191.0,0.282004422,4,18,住,3,2,2,1,坡道平面,2019/10/29,11950000,120.60861499999999,24.144992000000002
東區,14.12,102.8,5.087031219,2,10,住,2,1,2,1,坡道機械,2018/3/9,6000000,120.702168,24.143021
北屯區,11.35,77.16,23.76777073,5,8,住,2,1,1,1,坡道機械,2017/10/6,3600000,120.690697,24.176932
北區,31.53,136.31,24.110009100000003,4,5,住,3,1,4,0,無,2016/12/1,5100000,120.66813,24.155754
西屯區,11.87,135.42,5.174644243,8,21,住,2,1,2,1,坡道平面,2020/1/16,8800000,120.609973,24.192242
大里區,44.89,147.32,37.41076134,5,5,住,9,0,9,0,無,2017/3/10,4880000,120.688149,24.123576999999997
西區,3.99,46.54,22.86699932,10,14,商,1,1,1,1,無,2016/11/1,3800000,120.66458999999999,24.156431
北屯區,21.2,75.5,22.62058769,5,5,住,3,2,2,0,無,2018/4/4,2800000,120.66759499999999,24.181198000000002
南區,14.06,144.55,19.18999021,5,13,住,3,2,2,1,無,2017/6/23,5800000,120.66965,24.114332
北屯區,56.86,248.19,-2.538039795,13,15,住,3,2,2,1,坡道平面,2017/8/20,22820000,120.689975,24.193757
南區,5.81,60.42,12.79697735,10,18,商,1,1,1,1,無,2017/10/11,4000000,120.68382,24.11895
南屯區,14.3,128.59,23.78419817,10,12,住,3,2,2,1,坡道平面,2018/3/5,5650000,120.61250600000001,24.149654
北屯區,32.94,282.14,0.323073027,9,24,住,4,2,3,1,坡道平面,2017/10/13,24850000,120.68249899999999,24.188503
東區,14.52,144.25,7.310211709,14,15,商,3,2,2,1,坡道機械,2018/4/28,9160000,120.689881,24.143045
潭子區,17.92,119.83,26.46734704,6,7,住,3,2,2,1,坡道機械,2020/2/12,4500000,120.69346599999999,24.219867
北屯區,14.43,159.46,-0.892557684,12,15,商,3,2,2,1,坡道平面,2018/12/30,10060000,120.68279,24.178726
大里區,19.02,128.32,0.13963325699999998,8,12,住,2,1,1,1,坡道平面,2020/2/5,8900000,120.682019,24.118060999999997
西屯區,26.03,131.33,23.37077421,3,12,住,3,2,2,1,無,2019/10/29,6300000,120.61137099999999,24.191810999999998
北區,21.29,145.45,2.327220956,5,12,商,2,2,2,1,坡道平面,2019/5/18,11500000,120.68523799999998,24.154128
北區,4.4,34.63,22.01003443,10,16,住,1,1,1,1,無,2016/12/17,775000,120.699026,24.153876999999998
清水區,14.61,160.08,-1.111590245,3,15,商,3,2,2,1,坡道平面,2018/11/30,6600000,120.54211200000002,24.268613000000002
北屯區,37.89,298.94,5.347132385,11,20,住,4,2,2,1,坡道平面,2020/3/20,25800000,120.693825,24.16977
西屯區,21.03,375.33,7.945406134,17,28,住,3,2,4,1,坡道平面,2018/12/21,35880000,120.638116,24.166342999999998
太平區,29.7,180.21,6.984400775,13,14,住,4,2,2,1,坡道平面,2020/2/2,10400000,120.716026,24.157222
東區,21.43,165.18,0.449016749,10,15,商,3,2,2,1,坡道平面,2018/3/5,7800000,120.702168,24.143021
西屯區,9.88,96.54,0.7693518690000001,20,22,商,2,2,1,1,坡道平面,2018/5/8,9600000,120.63491,24.176417999999998
北屯區,24.95,149.99,4.572304702,5,12,住,3,2,2,1,坡道平面,2019/5/19,11500000,120.69095,24.183541
北屯區,23.54,128.19,25.57752726,3,7,住,3,2,2,1,無,2016/12/9,2200000,120.687095,24.173636
南屯區,45.3,313.23,0.23272209600000002,16,20,住,3,2,2,1,坡道平面,2019/5/10,28400000,120.64143700000001,24.12797
北區,11.53,148.34,11.43897548,12,15,住,2,2,2,1,坡道平面,2019/7/1,10000000,120.67511699999999,24.163264
北屯區,2.75,38.67,22.17704676,6,24,住,1,1,1,1,無,2018/1/27,1900000,120.697477,24.171067999999998
西區,23.14,236.86,24.27154562,8,15,住,5,1,3,1,坡道平面,2018/12/1,10500000,120.66266599999999,24.157985999999998
北屯區,17.83,171.81,0.013689535,9,15,商,3,1,2,1,坡道平面,2019/9/1,9500000,120.70625600000001,24.165371
西區,15.17,113.18,17.79639555,6,8,住,2,2,1,1,坡道平面,2019/7/26,7740000,120.657653,24.138476
西屯區,3.88,29.44,22.5466642,13,13,住,1,0,1,1,無,2019/10/25,1880000,120.644847,24.174029
北區,21.34,214.59,27.42013867,5,12,住,6,0,6,1,升降平面,2018/1/6,9000000,120.67918200000001,24.172578
北區,25.05,175.85,-0.02737907,5,12,商,3,2,2,1,坡道平面,2019/12/25,11500000,120.67586999999999,24.147389
北屯區,21.82,131.33,7.099392869,2,12,住,3,2,2,1,坡道機械,2018/12/17,7220000,120.713798,24.166103
沙鹿區,27.79,161.07,0.25462535199999997,6,10,商,3,2,2,1,坡道平面,2020/3/12,7860000,120.567477,24.224027
北屯區,27.32,92.78,39.55180462,5,5,住,3,2,2,0,無,2019/12/12,2950000,120.670596,24.181854
南屯區,10.17,131.36,24.537122600000004,12,12,住,3,2,2,1,坡道平面,2020/1/5,6550000,120.61278200000001,24.150468
南屯區,28.22,222.41,1.275864665,12,14,住,4,2,3,1,坡道平面,2018/1/5,19230000,120.63883899999999,24.142868
南區,11.94,108.98,22.88890258,11,14,住,2,2,2,1,坡道機械,2018/4/14,5680000,120.65316000000001,24.115486999999998
南屯區,16.26,164.97,11.69086292,11,14,住,3,2,2,1,坡道平面,2017/4/20,13450000,120.63348899999998,24.153454
東區,37.3,211.86,1.771425834,3,14,住,4,2,3,1,坡道平面,2018/10/25,10100000,120.69896100000001,24.127845999999998
北屯區,9.78,127.89,23.46933886,6,16,住,3,2,2,1,坡道平面,2017/3/14,5700000,120.665049,24.18719
北區,26.58,106.91,35.01235481,8,13,住,3,2,2,1,無,2020/3/27,5100000,120.68923799999999,24.154709
西屯區,9.62,103.12,0.763876055,9,15,商,1,1,1,1,坡道平面,2019/9/1,8120000,120.63536599999999,24.17671
北屯區,24.64,331.07,26.27843145,4,19,住,4,3,3,1,坡道機械,2017/12/19,14500000,120.680764,24.176323
北區,17.76,108.12,26.44270587,5,7,住,3,2,2,1,坡道平面,2020/2/13,5500000,120.70123500000001,24.155742
南屯區,30.11,247.91,0.123205815,12,12,商,3,2,2,1,坡道平面,2019/6/24,20700000,120.63851000000001,24.129873
東區,12.33,129.56,8.120632183,7,15,商,2,1,1,1,坡道平面,2020/1/13,7550000,120.686741,24.141656
西屯區,16.1,269.15,1.07052164,14,32,商,3,2,2,1,坡道平面,2019/7/3,31800000,120.630241,24.163056
北區,16.19,87.45,25.77465656,2,7,住,3,2,2,1,無,2019/6/28,4380000,120.67793600000002,24.167835999999998
西屯區,10.16,97.15,23.29958863,4,16,住,3,1,2,1,無,2017/11/9,3500000,120.605622,24.186564999999998
北屯區,21.78,151.67,0.6790009379999999,7,13,住,3,2,2,1,坡道平面,2019/6/14,7880000,120.73284199999999,24.174091
西區,31.12,90.0,35.98157389,5,5,住,3,2,1,0,無,2017/2/20,3100000,120.660481,24.138539
南區,23.8,181.38,12.59711014,9,9,住,7,1,2,1,無,2018/7/25,8200000,120.65846,24.117892
西屯區,2.54,37.44,19.71019254,10,15,住,1,0,1,1,無,2016/10/20,1580000,120.657849,24.167251999999998
西屯區,25.31,149.55,-1.883680021,8,15,住,3,2,2,1,坡道平面,2017/11/16,12700000,120.64008600000001,24.182810999999997
北屯區,19.8,115.19,3.6523679469999997,10,12,住,2,1,1,1,坡道平面,2019/8/11,6580000,120.726223,24.166228
北區,24.4,94.72,19.73483371,3,5,住,3,1,3,0,無,2019/1/14,4100000,120.698797,24.160239
北屯區,23.92,146.68,25.41325284,8,10,住,3,2,2,1,坡道機械,2016/12/5,5700000,120.71229199999999,24.173963
南屯區,11.98,166.64,24.95876028,9,24,住,4,2,2,1,坡道平面,2019/8/19,9100000,120.62730900000001,24.149909
西屯區,4.11,30.04,11.40612059,4,7,住,1,1,1,1,無,2017/12/6,1680000,120.64158700000002,24.175989
西屯區,6.55,70.71,24.55081213,10,16,住,1,1,1,1,無,2019/1/30,3400000,120.638954,24.180007
南屯區,23.08,169.92,10.15489709,10,10,住,3,2,2,1,坡道平面,2017/7/12,14500000,120.62730900000001,24.149909
北屯區,20.76,189.98,3.7728358560000004,11,14,住,3,2,2,1,坡道平面,2019/6/2,11770000,120.740504,24.161138
西屯區,20.73,213.13,1.111590245,5,19,商,4,2,2,1,坡道平面,2020/2/26,17280000,120.668253,24.177575
北區,6.02,49.23,25.2407647,7,14,住,1,1,1,1,無,2018/11/27,2100000,120.67756000000001,24.152515
西區,23.12,52.98,40.97551627,4,4,住,2,2,1,0,無,2019/8/23,2800000,120.65608799999998,24.141666
北屯區,23.05,147.54,-1.98498258,4,12,住,3,2,1,1,坡道平面,2017/11/24,8470000,120.70541000000001,24.193123999999997
北屯區,20.44,215.54,4.251969582,14,15,住,4,2,2,1,坡道平面,2017/10/16,12000000,120.686756,24.194754
北屯區,25.33,117.79,33.55852618,5,5,住,4,3,3,0,無,2019/1/31,4300000,120.693926,24.168633
西屯區,5.97,88.89,18.69716695,10,14,住,3,2,1,1,無,2019/7/17,5350000,120.647751,24.17239
南屯區,19.22,139.2,16.6848053,5,14,住,3,2,2,1,坡道平面,2017/7/17,7600000,120.613252,24.148997
